track_name,track_artist,valence,energy,danceability,tempo,acousticness,speechiness
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,0.471,0.839,0.733,126.009,0.0145,0.0335
Darkside,Alan Walker,0.123,0.606,0.43,169.988,0.131,0.0431
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,0.316,0.723,0.661,113.778,0.179,0.0566
Body (feat. brando),Loud Luxury,0.582,0.764,0.752,121.958,0.0476,0.038
Who's Got Your Love,Cheat Codes,0.531,0.888,0.704,125.027,0.00553,0.0541
Never Go Back - Robin Schulz Remix,Dennis Lloyd,0.61,0.713,0.655,94.05,0.338,0.0501
Pumped Up,Klingande,0.643,0.734,0.732,123.033,0.00719,0.107
California,Hot Shade,0.668,0.735,0.619,119.981,0.017,0.0445
Solo Dance,Martin Jensen,0.403,0.846,0.746,114.955,0.0485,0.048
Replay,Davai,0.582,0.809,0.776,100.071,0.415,0.069
Think About You - Galantis Remix,Kygo,0.332,0.898,0.621,124.018,0.0976,0.0401
Love No More,Loud Luxury,0.221,0.674,0.767,121.011,0.0216,0.0529
All Falls Down (feat. Juliander),Alan Walker,0.675,0.672,0.655,98.005,0.253,0.0581
Lonely Together (feat. Rita Ora),Avicii,0.271,0.656,0.638,103.081,0.143,0.0611
Remind Me to Forget,Kygo,0.312,0.505,0.689,99.017,0.158,0.0933
Next To Me,Axel Johansson,0.263,0.597,0.445,175.903,0.158,0.0575
Giant (with Rag'n'Bone Man),Calvin Harris,0.606,0.887,0.807,122.015,0.016,0.0361
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,0.384,0.823,0.684,117.993,0.00576,0.0296
Hum With Me,John De Sohn,0.347,0.708,0.653,111.924,0.109,0.0345
Without You (feat. Sandro Cavazza),Avicii,0.295,0.858,0.662,133.993,0.00163,0.0428
Call On Me - Ryan Riback Remix,Starley,0.759,0.821,0.691,104.961,0.136,0.0401
Sad (feat. Afrojack),Chico Rose,0.206,0.716,0.717,125.064,0.0421,0.0432
Stargazing,Kygo,0.419,0.497,0.677,99.137,0.152,0.0809
Symphony (feat. Zara Larsson),Clean Bandit,0.454,0.605,0.715,122.956,0.239,0.0428
Stay Young,Mike Perry,0.559,0.713,0.572,89.996,0.0754,0.0406
More Than You Know,Axwell /\ Ingrosso,0.534,0.741,0.645,123.07,0.0323,0.0339
Why Boy,Steff da Campo,0.283,0.924,0.497,120.018,0.149,0.0434
The Nights,Avicii,0.654,0.835,0.527,125.983,0.0166,0.0433
Rich Love (with Seeb),OneRepublic,0.472,0.872,0.401,104.592,0.167,0.314
Mama,Jonas Blue,0.566,0.794,0.738,104.014,0.101,0.0416
Feel Good,Felix Jaehn,0.66,0.903,0.702,125.948,0.121,0.038
IDGAF - Hazers Remix,Dua Lipa,0.6,0.705,0.814,110.004,0.0958,0.0904
Breathe (feat. Ina Wroldsen),Jax Jones,0.672,0.733,0.724,125.993,0.0249,0.0382
Rockstar,Ilkay Sencan,0.185,0.826,0.771,100.012,0.142,0.0604
Jackie Chan,Tiësto,0.687,0.834,0.747,128.005,0.374,0.045
Moonlight,Gaullin,0.29,0.761,0.813,124.957,0.0529,0.085
All I Wanna Do,Martin Jensen,0.523,0.794,0.728,112.071,0.148,0.0635
Sweet but Psycho,Ava Max,0.628,0.704,0.719,133.002,0.0691,0.0476
Melody - ANGEMI Remix,Lost Frequencies,0.395,0.833,0.564,127.948,0.0112,0.0952
High On Life (feat. Bonn),Martin Garrix,0.368,0.486,0.414,128.038,0.0129,0.0311
So Am I,Ava Max,0.607,0.656,0.682,130.089,0.0737,0.0435
I Know You - Vigiland Remix,Craig David,0.219,0.471,0.674,127.963,0.0946,0.0719
Through To You,Lyente,0.307,0.689,0.69,131.945,0.0655,0.174
Burn Out (feat. Dewain Whitmore),Martin Garrix,0.407,0.722,0.594,127.877,0.0156,0.0398
Penny,Dimitri Vangelis & Wyman,0.284,0.968,0.468,129.998,0.0224,0.0478
Wait For Me,Steve Brian,0.0652,0.739,0.465,125.994,0.00987,0.0648
bad guy,Billie Eilish,0.562,0.425,0.701,135.128,0.328,0.375
Daylight (Airbeat One Anthem 2018),Fluex,0.353,0.939,0.631,128.048,0.0728,0.0398
Imagine,Rob Tirea,0.608,0.776,0.578,129.03,0.363,0.0409
Apple Juice (feat. Carla Monroe) - MOTi Remix,SLATIN,0.413,0.91,0.671,128.036,0.00196,0.1
Glitch,Martin Garrix,0.357,0.792,0.715,128.024,0.055,0.0325
Brand New (Helium),Lvly,0.32,0.809,0.714,128.045,0.00736,0.0801
Shades Of Voices (Original Mix),PULLER,0.0909,0.874,0.691,127.99,0.0286,0.09
In Time,CAZZETTE,0.425,0.711,0.651,125.089,0.111,0.0378
Halfway There (feat. Lena Leon),Tiësto,0.0715,0.888,0.59,128.025,0.000753,0.0797
Spirit Of Freedom,Dropgun,0.225,0.914,0.438,128.184,0.0206,0.0601
Mama Look at Me Now,Galantis,0.4,0.678,0.59,126.061,0.0259,0.0384
Toxic Rain - No Class Remix,Alicia Madison,0.266,0.773,0.461,131.085,0.0153,0.0539
The Beat,Mike Williams,0.788,0.954,0.563,128.014,0.119,0.0283
Wild Wild Son,Armin van Buuren,0.167,0.573,0.446,135.96,0.0416,0.0279
Waiting For Love,Avicii,0.581,0.741,0.577,128.081,0.298,0.0501
Shelter (Mix Cut) - Yoel Lewis Remix,Dash Berlin,0.151,0.855,0.486,129.9,0.000452,0.0497
Like I Do,David Guetta,0.15,0.9,0.635,127.978,0.00664,0.0377
Skyline,Catiso,0.477,0.791,0.733,128.007,0.239,0.0403
Callin' - Extended Mix,Lush & Simon,0.392,0.956,0.627,127.984,0.0256,0.0719
Roads,Vargas & Lagola,0.534,0.806,0.527,131.882,0.000598,0.0323
Jackie Chan,Tiësto,0.694,0.838,0.742,128.022,0.339,0.0476
Came Here for Love,Sigala,0.72,0.868,0.708,124.994,0.0313,0.0431
Kids in Love - Don Diablo Remix,Kygo,0.335,0.911,0.653,125.959,0.0623,0.0645
Let You Down - Chris Royal Remix,Bombs Away,0.138,0.945,0.361,127.985,0.00105,0.111
Mercury,Catiso,0.226,0.828,0.732,128.003,0.00379,0.0535
Different Place,STVCKS,0.0358,0.943,0.673,127.999,0.0448,0.0481
One Last Time,Ariana Grande,0.104,0.593,0.628,125.026,0.093,0.0323
I Feel The Love,Tritonal,0.435,0.813,0.555,125.034,0.0201,0.033
No Brainer,DJ Khaled,0.639,0.76,0.552,135.702,0.0733,0.342
Sun Is Shining,Axwell /\ Ingrosso,0.383,0.757,0.467,131.993,0.0866,0.0517
Breathe,Jax Jones,0.686,0.744,0.722,125.985,0.0234,0.0363
In the Name of Love,Martin Garrix,0.168,0.519,0.501,133.99,0.109,0.0409
Pure Gold,oomiee,0.645,0.857,0.64,128.058,0.00164,0.266
Turning Up,ARASHI,0.896,0.817,0.769,118.021,0.0225,0.103
Winter Hitori feat. ASOBOiSM,Shinn Yamada,0.52,0.722,0.787,127.952,0.0489,0.0395
9と4分の3番線で君を待つ (Run Away) - Japanese Ver.,TOMORROW X TOGETHER,0.466,0.787,0.63,128.997,0.00489,0.103
Nobody Knows,Hiroomi Tosaka,0.768,0.885,0.617,139.95,0.0169,0.0375
One in a Million -奇跡の夜に-,GENERATIONS from EXILE TRIBE,0.843,0.805,0.746,144.983,0.074,0.0683
別世界,E-girls,0.786,0.88,0.695,127.075,0.194,0.158
Gimme GImme,iamSHUM,0.536,0.858,0.705,106.019,0.112,0.0627
御伽の街,DAOKO,0.467,0.863,0.803,112.986,0.00947,0.0903
ボイスメモ No. 5,CHANMINA,0.22,0.666,0.736,109.958,0.0795,0.0417
Now & Forever (feat. SONPUB & 向井太一),香取慎吾,0.555,0.569,0.826,105.014,0.287,0.0473
Make A Move - Pt. 2,EMMA WAHLIN,0.463,0.52,0.837,123.972,0.617,0.14
光線,Ghost like girlfriend,0.486,0.744,0.636,133.994,0.101,0.0291
ZONE OF GOLD,Ryuji Imaichi,0.496,0.714,0.486,127.41,0.0622,0.115
LOVE + PARTY,CREAM,0.791,0.77,0.789,102.0,0.0403,0.0553
WAKE ME UP,THE RAMPAGE from EXILE TRIBE,0.366,0.961,0.608,137.9,0.023,0.124
New Page,INTERSECTION,0.399,0.733,0.604,124.885,0.105,0.0348
Easy Breezy,chelmico,0.62,0.993,0.655,93.021,0.507,0.0862
TOTSUKA feat. サイプレス上野,ASOBOiSM,0.636,0.588,0.836,92.985,0.237,0.16
taste,FlowBack,0.697,0.666,0.705,127.967,0.577,0.0583
I don’t wanna do,SARM,0.838,0.865,0.567,187.981,0.0127,0.139
A-RA-SHI:Reborn,ARASHI,0.266,0.8,0.718,117.98,0.00588,0.0587
Light,SIRUP,0.5,0.673,0.775,112.059,0.0564,0.081
Night Ship,Yo-Sea,0.765,0.512,0.847,111.989,0.152,0.053
Fly me 2,eill,0.318,0.719,0.742,125.007,0.0867,0.0387
Not Enough,Rei Yasuda,0.149,0.847,0.549,124.01,0.0587,0.0483
COLORLESS,Daichi Miura,0.347,0.56,0.425,168.068,0.0826,0.308
New Shoes - feat.Shun Murakami,phai,0.342,0.463,0.716,92.023,0.693,0.0337
MarudeSaturday Night,BABY-T,0.748,0.77,0.697,102.002,0.00374,0.0327
FUTARI x PARTY,CREAM,0.594,0.746,0.866,100.019,0.446,0.0706
SUPERSTAR,真之介,0.63,0.782,0.554,155.912,0.198,0.0367
Be on the Stage,KEITA,0.594,0.854,0.684,101.034,0.0615,0.0847
space shuttle,空音,0.866,0.934,0.711,124.988,0.0445,0.0588
Amazing!,Sakurako Ohara,0.892,0.856,0.649,171.884,0.127,0.181
TO-KE-TE,HAN-KUN,0.45,0.891,0.392,89.952,0.0236,0.059
JAM fo'freedom (SASUKE Remix),RUN THE FLOOR,0.953,0.763,0.763,143.994,0.0298,0.0626
You're the Reason - English ver.,INTERSECTION,0.101,0.728,0.625,96.009,0.0097,0.03
Made In JPN,DEAN FUJIOKA,0.727,0.614,0.621,200.012,0.0462,0.0539
See You Later,Chocoholic,0.543,0.646,0.729,82.49,0.0682,0.0452
Possible,片寄涼太,0.708,0.709,0.713,109.973,0.042,0.0703
All Over You,Boys Get Hurt,0.351,0.55,0.705,94.969,0.0887,0.0381
Where Would You Go?,SkyLogic,0.427,0.775,0.62,107.992,0.0634,0.0271
Call My Name - Remix,YUTO,0.872,0.823,0.834,128.006,0.09,0.0716
DAYZ,AAAMYYY,0.599,0.55,0.738,110.024,0.00919,0.0473
Simple Things,HarukiD,0.229,0.646,0.695,95.007,0.0345,0.032
SUN DAY - Shinichi Osawa Remix,HIRAIDAI,0.207,0.56,0.74,111.083,0.172,0.0387
SPOTLIGHT,eill,0.628,0.735,0.638,99.964,0.0269,0.0873
let me know,blanchehor,0.752,0.584,0.704,102.987,0.324,0.026
Y.E.S,KEITA,0.479,0.795,0.599,150.036,0.223,0.15
Rich&Famous - feat. Sean Paul,Kumi Koda,0.386,0.739,0.539,173.082,0.0263,0.204
ミズノナカヘ - Car TAX remix,yu-re:meu,0.879,0.846,0.738,125.98,0.158,0.0758
EASY LOVE,Gear 2nd,0.687,0.776,0.802,109.996,0.16,0.112
PARADE,Miliyah,0.228,0.637,0.679,105.026,0.0821,0.0427
Obsession,広瀬大地,0.928,0.851,0.827,127.993,0.122,0.103
Shine,DJ PIGER,0.84,0.721,0.779,121.948,0.00618,0.0487
Upside Down,RYPPHYPE,0.832,0.927,0.701,119.991,0.31,0.0644
B.S.G.S.,sooogood!,0.597,0.905,0.625,140.026,0.553,0.135
Bitten By You,Monkey Majik,0.967,0.75,0.677,114.958,0.14,0.033
For Me,WAPLAN,0.395,0.734,0.706,99.999,0.0229,0.0324
Sway,AATA,0.784,0.673,0.792,104.996,0.0652,0.163
Nobody,Beverly,0.898,0.929,0.561,190.05,0.182,0.0288
Adios,EVERGLOW,0.399,0.706,0.633,128.187,0.000587,0.0627
Dumb,BVNDIT,0.562,0.837,0.652,108.042,0.0976,0.0723
THURSDAY,GOT7,0.471,0.787,0.678,158.014,0.147,0.0452
Snapping,CHUNG HA,0.581,0.726,0.751,104.914,0.0706,0.038
WONDERLAND,ATEEZ,0.519,0.964,0.572,129.979,0.0503,0.123
DDU-DU DDU-DU,BLACKPINK,0.389,0.859,0.671,139.931,0.0323,0.0833
Like always,X1,0.836,0.879,0.781,119.997,0.0309,0.0533
Answer,ATEEZ,0.538,0.903,0.565,97.967,0.0746,0.05
피카부 Peek-A-Boo,Red Velvet,0.639,0.902,0.839,114.953,0.0868,0.0536
DRIP,HINAPIA,0.422,0.87,0.658,89.994,0.177,0.0626
Jopping,SuperM,0.535,0.835,0.74,123.024,0.0139,0.0839
HIP,Mamamoo,0.824,0.731,0.782,138.032,0.0376,0.143
BBoom BBoom,MOMOLAND,0.833,0.744,0.785,126.018,0.0149,0.0369
Dumb Litty,KARD,0.24,0.887,0.76,130.018,0.037,0.0409
POP/STARS,K/DA,0.385,0.769,0.566,170.036,0.0183,0.0872
MIDDLE OF THE NIGHT,Monsta X,0.924,0.764,0.737,92.044,0.111,0.0947
Boy With Luv (feat. Halsey),BTS,0.798,0.862,0.645,119.991,0.0923,0.0965
Bon Bon Chocolat,EVERGLOW,0.634,0.828,0.719,139.927,0.0343,0.0613
gogobebe,Mamamoo,0.707,0.787,0.704,96.929,0.114,0.082
IDOL,BTS,0.422,0.855,0.734,126.035,0.00481,0.118
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,0.645,0.842,0.613,169.917,0.0157,0.219
KILLING ME,iKON,0.505,0.672,0.76,127.986,0.465,0.0732
As If It's Your Last,BLACKPINK,0.45,0.853,0.786,125.034,0.0688,0.0816
MIROH,Stray Kids,0.503,0.979,0.563,126.063,0.00911,0.104
Forever Love,YOUNGJAE,0.662,0.785,0.652,127.016,0.0667,0.0448
BOSS,NCT,0.332,0.543,0.787,99.026,0.0233,0.037
Forever Young,BLACKPINK,0.503,0.96,0.6,109.863,0.0426,0.095
Egotistic,Mamamoo,0.595,0.833,0.616,97.898,0.315,0.067
Bomb Bomb,KARD,0.882,0.842,0.76,102.987,0.0677,0.131
DNA,BTS,0.687,0.775,0.598,129.819,0.022,0.0545
Roller Coaster,CHUNG HA,0.755,0.906,0.632,129.999,0.321,0.0494
YES or YES,TWICE,0.735,0.913,0.702,137.982,0.0514,0.0374
FLASH,X1,0.599,0.91,0.674,132.04,0.029,0.0594
HANN (Alone),(G)I-DLE,0.24,0.718,0.709,104.971,0.059,0.0312
하드캐리 Hard Carry,GOT7,0.612,0.873,0.7,99.972,0.0148,0.0869
ME,CLC,0.795,0.804,0.752,146.943,0.022,0.0656
BAAM,MOMOLAND,0.905,0.94,0.725,127.051,0.115,0.0435
DDD,EXID,0.751,0.794,0.718,114.285,0.0806,0.0703
Starry Night,Mamamoo,0.506,0.773,0.58,124.148,0.656,0.05
Siren,SUNMI,0.545,0.894,0.605,122.051,0.0119,0.0385
HIT,SEVENTEEN,0.692,0.904,0.615,130.047,0.0881,0.221
Heroine,SUNMI,0.609,0.782,0.673,121.991,0.0582,0.0404
Way Back Home,SHAUN,0.556,0.739,0.745,99.913,0.405,0.0327
I’m So Hot,MOMOLAND,0.85,0.883,0.75,127.069,0.226,0.0432
Me & You,EXID,0.779,0.911,0.709,106.972,0.0572,0.0593
No,CLC,0.687,0.722,0.76,120.055,0.00785,0.0908
PICK ME,PRODUCE 48,0.594,0.862,0.649,128.051,0.0218,0.0487
WANT,TAEMIN,0.413,0.757,0.64,104.943,0.0261,0.0689
Fever,GFRIEND,0.51,0.836,0.764,111.934,0.208,0.0396
Room Shaker,Ailee,0.736,0.897,0.697,140.03,0.0323,0.136
Power Up,Red Velvet,0.898,0.934,0.732,159.998,0.0774,0.144
LALALAY 날라리,SUNMI,0.616,0.806,0.7,110.016,0.00132,0.0491
8282(Party),twlv,0.722,0.637,0.832,103.036,0.0334,0.0568
D.D.D,THE BOYZ,0.642,0.921,0.695,119.971,0.0733,0.0848
Not That Type,gugudan,0.743,0.926,0.729,110.05,0.0796,0.108
Humph!,PENTAGON,0.963,0.674,0.791,132.985,0.168,0.0516
Play It Cool,Monsta X,0.422,0.82,0.817,120.012,0.0125,0.194
AH YEAH,WINNER,0.878,0.722,0.797,128.01,0.356,0.0388
SHA LA LA,PENTAGON,0.451,0.935,0.675,126.083,0.0019,0.0627
SUNDAY,FANATICS,0.562,0.793,0.737,120.037,0.385,0.0369
BEEP BEEP,RUANN,0.635,0.752,0.671,130.02,0.0281,0.0615
The Only (feat. IRENE of Red Velvet),Raiden,0.395,0.923,0.672,116.028,0.102,0.0875
Break the Distance,ELYAZ,0.395,0.697,0.602,127.992,0.0533,0.0289
I Could Get Used To This,Becky Hill,0.345,0.653,0.621,117.129,0.0152,0.0523
Therapy,Armin van Buuren,0.705,0.866,0.659,114.862,0.018,0.0545
Sunshine,David Guetta,0.219,0.8,0.59,127.994,0.00064,0.0437
Giant - Robin Schulz Remix,Calvin Harris,0.491,0.88,0.544,126.06,0.0634,0.245
Somebody,The Chainsmokers,0.292,0.616,0.532,101.883,0.186,0.0328
Like I Love You,Lost Frequencies,0.751,0.588,0.863,117.911,0.142,0.0847
Walk Away,Alle Farben,0.469,0.787,0.735,124.004,0.0419,0.061
I Need You,Armin van Buuren,0.223,0.863,0.6,106.997,0.00168,0.031
Without You (feat. Sandro Cavazza),Avicii,0.279,0.855,0.652,134.009,0.00179,0.0441
Something Just Like This - Alesso Remix,The Chainsmokers,0.568,0.73,0.672,120.008,0.24,0.0472
Don't You Worry Child - Radio Edit,Swedish House Mafia,0.438,0.84,0.612,129.042,0.112,0.0509
Fine Day,Keanu Silva,0.46,0.865,0.739,124.977,0.0262,0.046
BOOM,Tiësto,0.203,0.84,0.886,123.035,0.0164,0.0502
Whispers,ELYAZ,0.193,0.713,0.716,128.018,0.0031,0.0392
Secrets - Radio Edit,Tiësto,0.185,0.811,0.677,128.004,0.0012,0.043
Forever,Martin Garrix,0.22,0.898,0.45,127.983,0.0277,0.0395
Carry Me Home (feat. Jake Reese),KSHMR,0.484,0.884,0.662,128.029,0.014,0.0599
A Sky Full of Stars,Coldplay,0.153,0.636,0.551,124.996,0.00713,0.0281
Don't Let Me Down - Illenium Remix,The Chainsmokers,0.355,0.656,0.428,79.648,0.0751,0.075
Selfish,Dimitri Vegas & Like Mike,0.687,0.789,0.407,92.933,0.17,0.282
The Days,Avicii,0.526,0.724,0.59,127.059,0.04,0.0439
My Way,Calvin Harris,0.536,0.913,0.819,119.989,0.0935,0.0427
I Love You,Axwell /\ Ingrosso,0.704,0.859,0.654,114.87,0.336,0.166
Happy Now,Zedd,0.458,0.741,0.503,88.335,0.579,0.047
Born To Be Yours,Kygo,0.451,0.688,0.688,114.011,0.3,0.0357
Counting Stars,OneRepublic,0.477,0.705,0.664,122.016,0.0654,0.0382
Recognise,Lost Frequencies,0.188,0.741,0.717,105.997,0.155,0.053
Like I Love You,Lost Frequencies,0.777,0.583,0.862,117.927,0.133,0.0829
Don't Give Up On Me,Armin van Buuren,0.63,0.702,0.717,117.957,0.0467,0.142
Bromance - Avicii Remix,Tim Berg,0.312,0.903,0.624,126.047,0.0325,0.0362
This Is What It Feels Like,Armin van Buuren,0.144,0.831,0.552,129.889,0.0391,0.0298
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,0.152,0.783,0.518,125.985,0.215,0.0406
Lions in the Wild,Martin Garrix,0.28,0.847,0.504,127.854,0.00434,0.0442
Blame,Calvin Harris,0.35,0.856,0.413,128.017,0.0289,0.0808
Lovers on the Sun (feat. Sam Martin),David Guetta,0.568,0.891,0.645,124.915,0.0932,0.0387
Broken Arrows,Avicii,0.298,0.674,0.634,115.995,0.0487,0.0465
Red Lights,Tiësto,0.548,0.83,0.654,124.989,0.000629,0.0366
Now That I've Found You,Martin Garrix,0.414,0.831,0.495,128.064,0.021,0.0319
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,0.638,0.79,0.509,127.946,0.332,0.0374
Something New,Axwell /\ Ingrosso,0.394,0.86,0.568,129.924,0.0189,0.0342
"Alone, Pt. II",Alan Walker,0.608,0.668,0.67,88.033,0.536,0.0422
Family,The Chainsmokers,0.374,0.607,0.584,117.817,0.426,0.0356
All That She Wants,Campsite Dream,0.55,0.652,0.392,201.948,0.42,0.163
Push My Luck,The Chainsmokers,0.53,0.643,0.584,90.036,0.288,0.0395
Some Say - Felix Jaehn Remix,Nea,0.637,0.7,0.682,120.03,0.406,0.0397
Here Comes The Sun,Campsite Dream,0.589,0.633,0.679,120.92,0.295,0.053
Roses - Imanbek Remix,SAINt JHN,0.898,0.724,0.77,121.974,0.0167,0.0495
Sad,Aivarask,0.365,0.76,0.818,125.055,0.197,0.186
Safety (feat. DJ Snake),GASHI,0.729,0.828,0.755,109.011,0.0271,0.0356
Summer Lover (feat. Devin & Nile Rodgers),Oliver Heldens,0.672,0.859,0.689,119.991,0.108,0.0281
We Got Love,Sigala,0.657,0.812,0.722,124.909,0.0205,0.0924
Mr Todd Terry,Riton,0.63,0.847,0.81,120.004,0.0181,0.0557
As Far as Feelings Go,Alle Farben,0.596,0.799,0.679,105.948,0.106,0.0788
Summer Fade (feat. Anna of the North),Snakehips,0.457,0.657,0.618,179.913,0.00378,0.0594
Loving Myself (feat. Raphaella),Henri PFR,0.473,0.693,0.688,114.051,0.0865,0.0476
Haloes,Ina Wroldsen,0.33,0.719,0.704,103.018,0.42,0.0343
Gotta Let Go,Hypanda,0.659,0.921,0.667,103.005,0.00566,0.073
Narcotic,Younotus,0.366,0.668,0.749,108.0,0.0373,0.0608
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,0.566,0.666,0.6,99.989,0.102,0.0394
"My One (feat. Tory Lanez, Kranium & Dappy) (Todd Edwards Remix)",Wiley,0.962,0.772,0.796,124.039,0.0469,0.144
Be Someone,CamelPhat,0.357,0.788,0.672,121.99,0.123,0.0398
Do You Miss Me Much - Wookie Remix,Craig David,0.951,0.899,0.786,130.997,0.000147,0.0751
Ghost,Au/Ra,0.584,0.503,0.667,144.015,0.552,0.0526
Stand By (feat. Rudimental) [#CWC19],LORYN,0.623,0.78,0.661,116.025,0.0616,0.0832
Acid Dreams,MAX,0.77,0.509,0.817,99.988,0.146,0.0839
Kills You Slowly,The Chainsmokers,0.242,0.429,0.696,149.967,0.0518,0.0554
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,0.355,0.727,0.629,124.938,0.0447,0.264
Let Me Love You,Campsite Dream,0.699,0.454,0.714,98.06,0.589,0.245
Spicy - with Diplo & Charli XCX,Herve Pagez,0.507,0.825,0.822,109.993,0.055,0.052
Summer Lover (feat. Devin & Nile Rodgers) - Moguai Remix,Oliver Heldens,0.639,0.93,0.809,125.948,0.271,0.137
Mistaken (feat. Alex Aris),Martin Garrix,0.0801,0.694,0.424,128.034,0.0573,0.0386
Instagram - Dimitri Vegas & Like Mike VS Trobi Remix,Dimitri Vegas & Like Mike,0.653,0.925,0.759,123.986,0.00155,0.0888
Do It Again,Steve Aoki,0.477,0.95,0.701,124.002,0.119,0.0675
Can We Pretend (feat. Cash Cash),P!nk,0.45,0.806,0.524,115.172,0.197,0.406
On My Way,Alan Walker,0.297,0.689,0.509,170.087,0.0209,0.102
Body 2 Body,MK,0.67,0.771,0.68,122.023,0.0161,0.0421
Late Night Feelings - Jax Jones Midnight Snack Remix,Mark Ronson,0.654,0.928,0.697,124.023,0.0158,0.113
Shy Guy,Campsite Dream,0.639,0.565,0.605,96.181,0.798,0.0499
Late Night Feelings (feat. Lykke Li),Mark Ronson,0.469,0.729,0.688,110.055,0.437,0.0573
No New Friends - Dombresky Remix,Sia,0.553,0.833,0.852,125.009,0.0264,0.0657
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,0.69,0.468,0.541,95.266,0.404,0.362
"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",Sia,0.533,0.525,0.585,167.811,0.034,0.0817
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,0.178,0.521,0.689,95.055,0.119,0.132
Dancing With A Stranger (with Normani),Sam Smith,0.347,0.52,0.741,102.998,0.45,0.0656
Play,K-391,0.168,0.798,0.52,101.944,0.101,0.0391
Say You'll Be There,Campsite Dream,0.468,0.598,0.683,109.999,0.21,0.0323
Diamond Heart,Alan Walker,0.287,0.633,0.478,89.909,0.123,0.0345
Paris,The Chainsmokers,0.251,0.644,0.646,99.999,0.0243,0.031
Stole the Show,Kygo,0.475,0.635,0.64,100.034,0.271,0.226
Lose Yourself to Dance,Daft Punk,0.674,0.659,0.832,100.163,0.0839,0.057
Say My Name,David Guetta,0.79,0.66,0.703,95.031,0.137,0.123
Hold My Girl - Martin Jensen Remix,George Ezra,0.338,0.667,0.638,123.955,0.327,0.0528
Final Song,MØ,0.245,0.672,0.695,104.988,0.014,0.0345
Slow Down (with Calvin Harris),Normani,0.547,0.693,0.853,124.049,0.0855,0.0524
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,0.603,0.685,0.782,118.016,0.166,0.0309
Born To Be Yours,Kygo,0.451,0.688,0.688,114.011,0.3,0.0357
Changes,Faul & Wad Ad,0.255,0.704,0.822,125.999,0.00864,0.0374
No Diggity,Campsite Dream,0.389,0.714,0.711,104.912,0.183,0.0374
Never Forget You,Zara Larsson,0.276,0.732,0.583,145.992,0.00312,0.0457
One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,0.14,0.752,0.717,123.97,0.251,0.065
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,0.872,0.745,0.893,101.018,0.0642,0.0571
Praise You - Purple Disco Machine Remix,Fatboy Slim,0.811,0.781,0.813,120.99,0.048,0.0341
Back & Forth,MK,0.702,0.816,0.684,121.993,0.0181,0.0322
Slide (feat. Frank Ocean & Migos),Calvin Harris,0.511,0.795,0.736,104.066,0.498,0.0545
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.862,0.811,0.794,116.047,0.0426,0.038
Giving Up (feat. Jaden Michaels),QUIX,0.417,0.806,0.484,145.127,0.0447,0.127
17,MK,0.667,0.832,0.703,122.029,0.00149,0.0689
Lullaby,Sigala,0.859,0.834,0.725,120.026,0.0784,0.037
Who Do You Love,The Chainsmokers,0.435,0.835,0.51,140.024,0.00791,0.0447
Fire In My Soul,Oliver Heldens,0.496,0.977,0.592,126.178,0.206,0.312
We Don't Talk,Wiktoria,0.494,0.625,0.807,104.011,0.0327,0.0428
Love You Better,John De Sohn,0.786,0.786,0.733,102.999,0.0931,0.0422
Top of the World - Erlandsson Remix,Vide,0.385,0.565,0.379,86.008,0.586,0.0415
The Rest Will Follow,Ludvigsson,0.398,0.831,0.753,119.958,0.15,0.0344
So It Goes,Caj Morgan,0.761,0.739,0.63,128.028,0.146,0.0335
Unbelievable,Andrew Roman,0.566,0.565,0.741,105.116,0.497,0.0426
Photograph,Ljung,0.494,0.567,0.735,107.983,0.285,0.0382
